Date	TheAllstateCorporation_ALL_	VanguardTotalBondMarketIndexFund_BND_	BitcoinUSDPrice_BTCUSD_	IntelCorporation_INTC_	CoffeeFutures_KC_F_	NextEraEnergy_Inc__NEE_	NVIDIACorporation_NVDA_	Silver_SI_F_	SyscoCorporation_SYY_	UnitedHealthGroupIncorporated_UNH_	WalmartInc__WMT_	ExxonMobilCorporation_XOM_
2020-03-18	75.55	80.85	5413.64	47.61	108.05	52.66	5.07	11.73	31.24	217.06	40.86	33.12
2020-03-19	74.69	80.8	6186.26	45.94	116.65	51.78	5.32	12.1	37.11	219.8	39.82	34.43
2020-03-20	73.87	82.17	6206.1	45.83	119.7	47.94	5.14	12.35	35.33	206.59	37.99	32.74
2020-03-23	73.23	83.99	6490.63	49.58	121.25	45.42	5.32	13.23	36.27	194.86	38.09	31.45
2020-03-24	77.92	84.08	6766.64	52.4	125.6	51.63	6.23	14.23	38.98	219.8	38.34	35.44
2020-03-25	83	85.21	6690.96	51.26	129.95	52.57	6.14	14.84	45.65	234.49	36.47	37.29
2020-03-26	89.5	85.6	6758.18	55.54	124.65	57.78	6.43	14.64	53.48	255.39	36.61	38.82
2020-03-27	88.46	86.06	6372.36	52.37	115.85	57.99	6.32	14.5	50.45	242.45	36.53	36.95
2020-03-30	94.64	86.15	6406.4	55.49	119.3	61.5	6.64	14.07	46.35	251.28	38.4	37.5
2020-03-31	91.73	85.35	6424.35	54.12	119.55	60.16	6.59	14.1	45.63	249.38	37.87	37.97
2020-04-01	86.4	85.6	6666.11	51.88	116	54.56	6.08	13.93	41.87	237.32	38.05	37.53
2020-04-02	85.79	86	6804.52	54.35	119.35	56.61	6.39	14.6	41.29	240.44	39.55	40.4
2020-04-03	85.96	85.96	6741.99	54.13	114.9	55.41	6.1	14.44	39.5	229.49	39.83	39.21
2020-04-06	93.52	86.23	7341.56	58.43	116.65	58.63	6.71	15.11	45.01	248.34	42.02	40.47
2020-04-07	92.53	86.31	7200.01	58.4	119.9	57.12	6.48	15.42	46.07	248.04	40.66	41.24
2020-04-08	97.25	86.53	7370.11	58.98	119.8	58.38	6.67	15.15	47.25	267.83	40.61	43.85
2020-04-09	100.34	87.48	7293.24	57.14	118.6	61.32	6.57	15.99	49.59	264.13	40.6	43.13
2020-04-13	98	87.2	6861.21	58.7	119.75	59.05	6.75	15.48	47.05	263.51	41.77	42.76
2020-04-14	102.44	87.2	6877.37	60.66	117.2	60.6	7.1	16.07	48.32	270.5	43	42.43
2020-04-15	97.94	87.63	6624.12	58.87	120.2	59.31	7.02	15.45	46.1	281.68	42.92	40.48
2020-04-16	99.93	87.68	7112.64	60.79	118.6	59.37	7.37	15.56	45.74	298.43	44.11	39.15
2020-04-17	104.92	87.56	7037.46	60.36	116.05	61.57	7.31	15.24	50.31	290.56	44.04	43.22
2020-04-20	102.72	87.42	6838.19	59.18	113.65	59.4	7.18	15.56	49.61	282.14	43.28	41.18
2020-04-21	100.09	87.53	6853.68	56.36	109.65	58.86	6.74	14.82	49.1	274.19	43.07	40.96
2020-04-22	101.99	87.46	7136.84	60.1	110.6	61.79	7.15	15.28	51.35	277.02	43.86	42.13
2020-04-23	99.45	87.6	7488.83	59.04	111.05	60.29	7.1	15.35	49.75	285.33	42.84	43.45
2020-04-24	101.44	87.57	7514.64	59.26	105.2	59.93	7.24	15.25	53.08	291.29	43.15	43.73
2020-04-27	103.09	87.26	7789.77	59.47	104.6	60.9	7.43	15.2	54.92	293.98	42.77	43.94
2020-04-28	101.84	87.52	7755.01	58.75	105.7	59.83	7.28	15.16	55.84	288.36	42.67	44.97
2020-04-29	105.82	87.58	8793.75	61.8	103.65	58.78	7.46	15.16	58.6	287.65	41.2	47.46
2020-04-30	101.72	87.51	8624.28	59.98	104.65	57.78	7.31	14.9	56.27	292.47	40.52	46.47
2020-05-01	99.74	87.3	8829.42	57.47	104.45	56.76	7.07	14.86	52.76	284.51	40.97	43.14
2020-05-04	100.34	87.39	8883.53	57.99	105.55	57.52	7.28	14.72	53.83	287.54	41.23	44.88
2020-05-05	102.15	87.31	9028.79	58.75	108.85	57.53	7.34	15.06	50.54	293.04	41.58	44.83
2020-05-06	101.48	86.92	9155.79	59.18	109.35	55.67	7.44	14.99	51.88	288.77	41.1	43.99
2020-05-07	100.85	87.2	10004.77	59.17	107.45	56.12	7.62	15.56	52.28	285	40.63	44.24
2020-05-08	100.79	86.95	9810	59.67	110.1	57.43	7.81	15.74	53.29	287	40.98	46.18
2020-05-11	101.84	86.68	8572.4	60.13	108.95	56.85	8.07	15.64	51.7	288.69	41.22	45.74
2020-05-12	97.55	86.96	8821.42	58.39	105.6	56.98	7.8	15.69	49.28	287.7	41.26	44.12
2020-05-13	92.08	87.06	9321.26	57.74	103.55	57.53	7.78	15.66	46.69	278	41.24	41.93
2020-05-14	93.92	87.3	9795.34	59.08	104.9	58.06	8.03	16.14	47.98	290.61	41.14	42.3
2020-05-15	95.38	87.35	9312.1	58.28	104.8	56.96	8.49	17.05	47.62	290.96	41.98	42
2020-05-18	99.04	87.19	9728.52	59.92	105.7	58.86	8.75	17.46	52.7	293.36	42.55	45.34
2020-05-19	97.27	87.3	9783.76	60.29	107.05	57.63	8.81	17.89	51.38	289.05	41.65	43.94
2020-05-20	96.99	87.53	9509.41	63.1	105.65	58.2	8.97	18	52.58	287.99	41.82	45.37
2020-05-21	94.13	87.62	9061.96	61.98	104.75	57.23	8.78	17.33	52.48	286.91	41.66	44.56
2020-05-22	94.82	87.65	9168.84	62.26	103.6	58.46	9.03	17.66	51.75	289.94	41.44	44.6
2020-05-26	94.05	87.6	8844.42	62.34	105.1	58.58	8.72	17.57	55.11	294.89	41.29	45.91
2020-05-27	97.73	87.64	9208.53	63.56	102.5	60.28	8.53	17.69	56.95	303.77	40.83	46.24
2020-05-28	98.26	87.67	9580.19	61.7	99.1	62.84	8.49	17.9	55.95	303.97	41.23	45.04
2020-05-29	97.81	87.92	9423.84	62.93	96.3	63.89	8.88	18.44	55.16	304.85	41.35	45.47
2020-06-01	99.07	87.68	10208.96	61.86	98.3	63.91	8.81	18.77	57.18	305.93	41.32	46.28
2020-06-02	99	87.75	9522.46	62.12	98.2	64.15	8.83	18.21	56.64	306.31	41.31	47.31
2020-06-03	100.41	87.55	9668.07	61.93	99.1	64.9	8.77	17.92	59.1	305.35	41.16	49.24
2020-06-04	101.86	87.34	9788.03	62.97	98.15	62.97	8.77	18.02	58.59	298.08	40.7	49.1
2020-06-05	105.47	87.33	9613.21	64.34	98.9	63.6	8.92	17.44	61.59	311.85	40.52	53.08
2020-06-08	106.99	87.42	9781.51	63.67	98.9	65.12	8.81	17.87	64.11	309.48	40.41	54.74
2020-06-09	103.21	87.48	9779.41	63.04	97.8	64.67	9.05	17.77	61.39	309.21	40.45	53.52
2020-06-10	101.98	87.85	9894.04	63.87	96.75	64.2	9.37	17.78	56.99	305.75	40.39	50.65
2020-06-11	94.79	87.69	9268.16	59.7	96	62.08	8.8	17.87	53.37	283.73	40.03	46.18
2020-06-12	95.7	87.78	9464.17	59.33	95.2	61.73	8.93	17.46	54.26	285.15	39.25	47.17
2020-06-15	97.83	87.96	9432.53	60.1	94	62.14	9.17	17.38	54.88	286.28	39.36	47.14
2020-06-16	99.12	87.85	9526.25	60.4	93.65	62.04	9.07	17.63	56.53	293	39.88	48.2
2020-06-17	97.95	87.87	9457.51	60.49	96.25	62.25	9.24	17.76	54.48	292.6	39.68	46.63
2020-06-18	98.75	87.97	9376.14	60.08	94.6	62.23	9.22	17.49	55.93	291.48	39.33	46.92
2020-06-19	98.73	88	9301.91	59.62	93.75	60.55	9.26	17.83	54.26	291.24	39.95	45.98
2020-06-22	97.16	87.97	9690.74	60.09	95.95	61.76	9.53	17.89	55	292.67	40.56	46.42
2020-06-23	96.66	87.93	9623.56	59.92	96.25	60.8	9.45	18.05	58.28	297.6	40.36	46.7
2020-06-24	92.95	87.94	9285.91	59.09	96.65	60.42	9.24	17.66	54.88	289.18	40.1	44.5
2020-06-25	95.83	88.03	9243.51	58.51	94.85	59.79	9.49	17.88	55	296.22	39.9	45.17
2020-06-26	94.58	88.19	9155.42	57.5	95.65	59.06	9.15	18.02	52.3	286.88	39.44	43.62
2020-06-29	95.44	88.25	9184.45	58.27	98.65	59.56	9.2	17.98	54.42	289.76	39.69	44.32
2020-06-30	96.99	88.34	9136.2	59.83	100.05	60.04	9.5	18.54	54.66	294.95	39.93	44.72
2020-07-01	95.53	88.2	9239.97	58.81	103.05	61.57	9.53	18.13	53.7	297.73	39.9	43.71
2020-07-02	94.09	88.34	9091.53	59.13	102.25	61.6	9.61	18.24	54.06	298.26	39.74	44.08
2020-07-06	95.64	88.31	9343.31	59.54	97.2	61.74	9.84	18.5	53.76	302.81	39.63	44.39
2020-07-07	92.65	88.45	9253.94	58.31	99.25	61.68	9.87	18.63	53.02	296.65	42.32	43.24
2020-07-08	88.22	88.4	9435.28	58.61	98.95	63.32	10.22	19.08	53.11	298.36	41.48	43.14
2020-07-09	85.82	88.64	9236.95	58.42	97.7	63	10.51	18.88	50.98	291.16	42.58	41.36
2020-07-10	86.97	88.54	9291.05	59.53	96.15	64.9	10.48	18.98	52.31	291.23	43.56	42.65
2020-07-13	88.5	88.58	9236.92	58.58	97.4	64.06	10.05	19.71	52.44	299.71	43.17	42.66
2020-07-14	89.73	88.69	9256.94	58.98	96.7	65.64	10.38	19.45	52.96	308.52	44	44.07
2020-07-15	90.13	88.7	9190.16	59.03	95.95	64.75	10.23	19.68	55.44	304.07	44	44.63
2020-07-16	91.61	88.76	9130.11	59.14	97.1	67.1	10.13	19.5	54.62	307.15	44.07	44.28
2020-07-17	91.67	88.85	9154.29	60	101.05	68.85	10.2	19.68	54.17	306.53	43.91	43.52
2020-07-20	90.93	88.94	9161.05	61.15	98.5	68.58	10.51	20.12	53.03	303.46	43.82	42.5
2020-07-21	91.86	88.99	9394.14	60.7	100.5	69.08	10.33	21.5	54.72	305.11	44.11	44.65
2020-07-22	93.52	89.11	9536.18	61.05	108.35	70.11	10.44	23.08	55.34	306.71	44.22	43.61
2020-07-23	94.67	89.19	9613.24	60.4	107.5	70.24	10.13	22.94	54.94	302.97	43.88	43.7
2020-07-24	94.36	89.17	9551.21	50.59	108.4	70.06	10.19	22.81	54.94	300.79	43.75	43.43
2020-07-27	92.7	89.11	11048.91	49.57	110.4	69.41	10.42	24.48	53.99	298.6	43.74	44.07
2020-07-28	92.27	89.15	10934.23	49.24	109.65	70.01	10.22	24.27	53.5	299.93	43.92	43.55
2020-07-29	94	89.29	11110.12	48.07	111.6	70.36	10.47	24.29	53.99	306.68	43.56	44.03
2020-07-30	92.08	89.34	11115.95	47.99	115.35	70.58	10.61	23.34	53.59	305.23	43.37	41.87
2020-07-31	94.39	89.46	11351.62	47.73	118.95	70.18	10.61	24.19	52.85	302.78	43.13	42.08
2020-08-03	96.19	89.27	11233.13	48.3	117.9	69.4	11.01	24.39	52.13	303.61	43.1	42.25
2020-08-04	96.24	89.46	11197.04	49.13	121.05	71.26	11.23	26.01	54.11	304.5	43.88	43.47
2020-08-05	94.76	89.34	11756.75	48.92	121.55	70.94	11.29	26.88	54.99	312.47	43.27	43.85
2020-08-06	94.48	89.48	11773.89	48.57	117	70.7	11.34	28.39	56.4	314.06	43.12	43.64
2020-08-07	96.91	89.38	11606.52	48.03	115.45	71.94	11.2	27.53	57.8	317.03	43.32	43.44
2020-08-10	97.25	89.28	11899.73	49.22	112.6	70.91	11.17	29.25	60.1	319.1	43.96	44.51
2020-08-11	96.83	88.97	11388.53	48.19	111.35	69.45	10.85	26.04	60.84	315.55	43.4	44.97
2020-08-12	96.23	88.74	11566.45	49.19	112.05	71.15	11.44	25.95	59.7	322.27	43.96	44.09
2020-08-13	96.26	88.45	11795.95	48.56	116.2	71.1	11.44	27.69	58.6	321.52	43.95	43.01
2020-08-14	96.12	88.35	11779	48.89	114.7	70.13	11.56	26.07	59.54	323.7	44.2	43.2
2020-08-17	95.23	88.46	12304.26	48.93	115.55	70.75	12.34	27.64	59.7	320.51	45.2	42.64
2020-08-18	94.68	88.58	11950	48.65	119.3	70.76	12.26	28.05	59.59	316.81	44.9	42.43
2020-08-19	94.28	88.43	11758.87	48.33	118.45	70.58	12.14	27.32	58.08	315.4	44.14	41.96
2020-08-20	95.36	88.58	11864.26	49.17	118.55	70.53	12.14	27.12	57.93	313.33	43.52	41.32
2020-08-21	94.49	88.77	11529.22	49.28	120.1	70.6	12.68	26.71	57.46	314.14	43.88	41.01
2020-08-24	95	88.67	11753.85	49.14	120.25	70.66	12.72	26.59	59.51	308.84	43.78	42.22
2020-08-25	93.77	88.5	11324.92	49.43	123.2	70.33	12.75	26.25	58.2	312.22	43.54	40.88
2020-08-26	93.01	88.45	11463.27	49.55	122.8	69.75	12.77	27.43	57.5	308.82	43.57	40.01
2020-08-27	94.13	88.13	11330.06	49.4	122.95	69.72	12.63	27.01	60.03	311.67	45.54	39.74
2020-08-28	94.3	88.2	11535	50.43	127.1	69.89	13.15	27.61	61.89	314.37	46.77	40.69
2020-08-31	93	88.46	11655	50.95	129.8	69.79	13.37	28.44	60.14	312.55	46.28	39.94
2020-09-01	92.96	88.55	11924.22	50.79	131.9	69.28	13.82	28.49	60.1	312.83	49.2	39.43
2020-09-02	94.59	88.74	11395.48	52.25	131.5	72.07	14.35	27.25	60.84	320.24	49.23	39.19
2020-09-03	93.34	88.75	10172.52	50.39	131.6	70.15	13.02	26.74	60.37	316.23	48.18	39.11
2020-09-04	93.81	88.23	10500.05	50.08	134.8	69.33	12.62	26.58	60.14	312	47.61	39.08
2020-09-08	91.25	88.36	10125.69	48.91	132.8	69.48	11.91	26.86	59.48	307.25	46.15	38.18
2020-09-09	92.54	88.3	10224.56	49.62	129.65	70.59	12.72	26.95	61.42	312.02	46.63	37.95
2020-09-10	92.62	88.32	10343.23	48.96	132.5	69.23	12.31	27.16	61.78	304.6	45.6	37
2020-09-11	93.82	88.41	10394.41	49.28	133.35	69.54	12.16	26.74	62.3	301.48	45.57	36.9
2020-09-14	94.95	88.41	10679.95	49.41	123.55	70.48	12.87	27.23	64.57	308.57	45.77	36.66
2020-09-15	94.84	88.46	10783.75	50	122.2	73.93	12.99	27.35	65.4	307.23	45.79	36.27
2020-09-16	95.91	88.44	10959.61	50.37	120.55	70.09	12.51	27.35	68.25	306.52	45.42	37.81
2020-09-17	92.8	88.44	10943.61	50.32	118.1	69.88	12.46	26.99	68.4	304.98	45.56	37.8
2020-09-18	91.28	88.34	10937.52	49.89	113.6	69.23	12.19	27.03	67.63	308.02	45.1	37.19
2020-09-21	92.03	88.39	10416.82	49.72	112	69.05	12.52	24.3	64.05	299.19	45.69	36.43
2020-09-22	92.34	88.42	10531.13	49.95	110.65	69.52	12.64	24.44	64.02	294.26	46.1	35.53
2020-09-23	89.62	88.22	10235.1	48.82	110.5	68.33	12.12	23.01	60.52	292.14	45.33	34.39
2020-09-24	89.98	88.23	10740.01	49.16	111.15	69.39	12.35	23.12	61.56	292.66	45.57	34.32
2020-09-25	91.28	88.22	10690.53	49.94	113.65	70.46	12.87	23.02	62.01	302.5	45.76	34.64
2020-09-28	93.22	88.3	10695.55	51.43	109.55	71.04	13.04	23.53	61.85	303.23	45.75	35.31
2020-09-29	93.44	88.36	10840.73	51.19	109.55	70.78	13.23	24.38	61.17	304.15	45.71	34.28
2020-09-30	94.14	88.22	10779.63	51.78	110.95	69.39	13.53	23.43	62.22	311.77	46.64	34.33
2020-10-01	92.26	88.16	10617.63	52.24	107.05	70.69	13.61	24.19	62.62	313.07	47.69	33.13
2020-10-02	93.02	88.1	10573.12	51.01	108.95	70.29	13.06	23.97	63.17	311.98	46.83	32.98
2020-10-05	93.68	87.77	10795	51.69	107.2	71.98	13.64	24.5	63.54	318.15	47.27	33.74
2020-10-06	92.65	87.89	10602.66	51.37	107.65	72.57	13.74	23.87	64.67	314.45	46.88	33.39
2020-10-07	93.29	87.77	10670.47	52.67	109.6	74.28	13.96	23.85	66.28	323.17	46.96	33.5
2020-10-08	93.58	87.92	10933.09	53.37	110.25	75.26	13.84	23.84	67.84	322.41	47.12	35.26
2020-10-09	92.86	87.94	11057.07	52.82	111.55	75.73	13.76	25.07	67.98	327.84	47.59	34.74
2020-10-12	94.26	88.07	11535.46	53.88	109.15	76.42	14.23	25.23	67.48	329.97	48.08	34.63
2020-10-13	91.79	88.14	11428.22	53.83	110.1	75.37	14.25	24.09	65.08	331.42	48.74	34.22
2020-10-14	91.28	88.19	11427.7	53.55	109.6	75.16	14.1	24.36	66.9	321.85	47.98	34.15
2020-10-15	91.71	88.14	11509.34	53.85	109.5	74.61	13.97	24.19	66.58	324.57	48.18	34.45
2020-10-16	92.58	88.07	11328.95	54.16	107.25	76.4	13.81	24.37	65.78	329.9	48.24	34.1
2020-10-19	91.42	87.99	11760.45	54.58	106.05	74.89	13.5	24.66	64.34	324.22	47.65	33.42
2020-10-20	91.08	87.84	11923.83	53.43	104.9	75.25	13.65	24.94	64.58	323.41	47.97	33.7
2020-10-21	90.76	87.74	12808	53.5	104.15	74.42	13.52	25.2	63.8	322.79	48.13	33.16
2020-10-22	91.69	87.59	12987.02	53.9	106.7	75.57	13.36	24.67	65.21	325.73	47.85	34.86
2020-10-23	91.25	87.7	12937.09	48.2	105.6	75.77	13.59	24.63	64.8	330.6	47.95	34.16
2020-10-26	90.82	87.83	13068.79	46.72	106.65	75.66	13.14	24.38	60.8	323.06	47.39	33.35
2020-10-27	89.04	88.04	13698.18	45.64	106.95	75.78	13.4	24.53	58.34	320.51	47.62	32.82
2020-10-28	88	87.92	13281.05	44.25	105	74.46	12.63	23.32	54.79	308	46.68	31.57
2020-10-29	88.59	87.73	13460	44.11	104.6	74.01	13.02	23.34	55.29	303.68	46.64	32.97
2020-10-30	88.75	87.58	13571.51	44.28	104.4	73.21	12.53	23.62	55.31	305.14	46.25	32.62
2020-11-02	90.9	87.55	13563.22	44.46	102.8	75.13	12.58	24.01	57.09	312.1	46.8	33.99
2020-11-03	92.92	87.53	14035.8	44.85	103.45	76.02	13.02	24.31	60.25	321.35	47.59	33.41
2020-11-04	92.04	88.13	14161.48	45.7	103	73.32	13.79	23.86	60.74	354.56	47.32	33.23
2020-11-05	90.41	88.22	15608.21	45.68	105.95	74.75	14.16	25.17	60.83	354.4	47.82	33.17
2020-11-06	91.15	88.02	15599.95	45.39	106.95	75.72	14.56	25.65	60.86	347.46	48.59	32.78
2020-11-09	93.89	87.61	15342.25	45.6	106.85	75.51	13.63	23.68	71.08	350	47.85	36.93
2020-11-10	94.44	87.44	15315.03	45.44	107.3	75.99	12.77	24.45	72.28	353.69	48.52	36.86
2020-11-11	94.37	87.5	15705.79	46.35	109.1	77.54	13.42	24.25	68.49	351.7	49.33	36.48
2020-11-12	94.81	87.79	16310.81	44.95	110.1	76.67	13.46	24.29	68.01	354.41	49.41	35.23
2020-11-13	96.71	87.82	16339.56	45.46	109.25	77.19	13.3	24.76	71.54	355.67	50.18	36.08
2020-11-16	98.06	87.87	16726.64	46.19	115.65	77.75	13.52	24.79	74.97	356.82	50.81	38.16
2020-11-17	99.37	88.02	17679.36	45.53	116.2	76.61	13.42	24.64	74.23	352.1	49.79	38.67
2020-11-18	100.07	88.12	17782.91	45.06	119.75	75.79	13.43	24.43	71.68	344.51	49.7	37.21
2020-11-19	100.37	88.3	17821.58	45.62	120.65	75.13	13.44	24.03	71.99	337	50.71	37.4
2020-11-20	100.18	88.38	18675.25	45.39	115.5	75.55	13.09	24.35	70	334.7	50.08	36.94
2020-11-23	101.31	88.31	18384.82	46.06	114.45	74.57	13.14	23.62	71.31	335.06	50.31	39.36
2020-11-24	104.88	88.22	19172.84	47.01	113.15	74.98	12.96	23.29	72.45	336.01	50.45	41.98
2020-11-25	103.95	88.18	18721.93	47.05	114.5	75.97	13.23	23.36	71.68	333.19	50.61	40.81
2020-11-27	104.14	88.37	17153.95	47.45	121.7	75.13	13.26	22.55	71.24	337.94	50.53	40.19
2020-11-30	102.35	88.49	19713.94	48.35	120.7	73.59	13.4	22.53	71.29	336.34	50.93	38.13
2020-12-01	104.29	88.08	18782.97	49.56	115.65	74.15	13.39	24.03	73.43	341.19	50.88	38.5
2020-12-02	103.68	87.93	19225.63	49.9	116.85	74.31	13.54	24.02	72.75	347.56	50.17	39.94
2020-12-03	103.83	88.1	19448.64	50.99	117.65	73.35	13.4	24.09	74.68	348.68	49.77	40.21
2020-12-04	104.36	87.87	18658.1	51.99	115.35	72.52	13.56	24.2	78.12	349.89	49.64	41.68
2020-12-07	103.41	87.99	19177.71	50.2	116.95	73.27	13.61	24.74	75.87	347.86	49.37	40.9
2020-12-08	105.45	88.02	18316.22	50.69	117.1	73.68	13.35	24.68	76.72	347.86	49.82	42.24
2020-12-09	105.19	87.87	18546.55	50.07	114.9	73.67	12.93	23.93	76.41	344.41	49.42	42.8
2020-12-10	105.42	88.05	18253.44	50.26	118.55	73.28	12.97	24.03	77.24	339.65	49.01	44.01
2020-12-11	104.43	88.19	18042.15	49.73	119.1	73.8	13.01	24.03	75.88	337.07	49	43.8
2020-12-14	104.87	88.16	19272.37	50.47	123.55	73.55	13.31	23.99	73.43	336.13	48.55	42.22
2020-12-15	105.92	88.2	19444.6	50.67	123.1	74.91	13.36	24.58	74.31	339.67	48.53	43.04
2020-12-16	106.42	88.11	21359.65	51.12	125.05	74.44	13.24	24.99	73.88	339.34	48.48	43.7
2020-12-17	106.56	88.13	22826.48	50.65	125.05	75.06	13.34	26.1	74.44	341.67	48.7	43.48
2020-12-18	107.4	88.1	23137.76	47.46	123.7	74.51	13.27	25.95	72.28	338.38	48.65	42.73
2020-12-21	106.17	88.11	22729.4	46.36	124.3	74.4	13.33	26.28	72.47	336.08	48.66	41.95
2020-12-22	106.19	88.25	23823.27	46.17	124.2	74.71	13.28	25.43	71.92	335.01	48.07	41.24
2020-12-23	105.99	87.86	23228.35	46.57	124.55	74.33	13.01	25.82	72.87	337.59	47.74	41.77
2020-12-24	107.19	88.01	23717.96	47.07	125.95	74.98	12.99	25.81	72.42	340.79	47.83	41.6
2020-12-28	107.47	87.98	27040.36	47.07	123.35	75.49	12.9	26.46	73.83	345.95	48.41	41.74
2020-12-29	107.52	88.01	27366.35	49.39	125.4	75.33	12.94	26.14	72.83	347.35	48.1	41.27
2020-12-30	108.15	88.07	28897.42	48.75	125.4	75.91	13.15	26.49	73.29	344.99	48.06	41.6
2020-12-31	109.93	88.19	28990.08	49.82	128.25	77.15	13.06	26.33	74.26	350.68	48.05	41.22
2021-01-04	108.08	88.07	32019.99	49.67	126.15	74.22	13.11	27.28	72.31	349.5	48.84	41.5
2021-01-05	107.23	87.92	34030.64	50.61	125.1	74.77	13.4	27.57	72.77	344.8	48.58	43.5
2021-01-06	109.99	87.53	36859.26	51.1	120.9	78.43	12.61	26.97	76	359.27	48.89	44.61
2021-01-07	110.07	87.35	39505.56	52.19	121.1	79.29	13.34	27.2	75.59	365.03	48.88	44.96
2021-01-08	109.95	87.27	40665.15	51.65	123.7	81.13	13.28	24.58	77.55	363.39	48.88	45.46
2021-01-11	109.15	87.18	35452.59	51.54	121.45	79.69	13.62	25.24	77.55	360.75	49.1	46.84
2021-01-12	109.78	87.16	34038.98	53.24	121.4	79.75	13.48	25.38	78.37	357.37	49.66	47.88
2021-01-13	108.88	87.39	37393.66	56.95	125.25	81.84	13.53	25.52	76.14	355.04	49.15	48.42
2021-01-14	109.06	87.28	39125.14	59.25	127.35	82.53	13.2	25.75	75.51	350.53	48.99	50.31
